s_wil    s_opt    smeared_s_wil  smeared_clover  accrate_metro  accrate_ovlax  time
  0.17563509047658954        3.2700844109058380E-002   2.8803119330405025E-003   1.8898960202932358E-002  0.800202429      0.999999344       2.29081996E-02
  0.17512192814228911        3.2599803060293198E-002   2.8254470762476558E-003   1.8786903470754623E-002  0.799933195      0.999999106       2.27623004E-02
  0.17568725703665677        3.2592896372079849E-002   2.8031014207954286E-003   1.8827868625521660E-002  0.800185680      0.999999106       2.25431006E-02
  0.17640728284959550        3.2936464995145798E-002   2.7737935397453839E-003   1.8992921337485313E-002  0.799963295      0.999999106       2.29975991E-02
  0.17579771403535460        3.2527141273021698E-002   2.8883094109914964E-003   1.8778050318360329E-002  0.799802423      0.999998391       2.26039998E-02
  0.17556518864307691        3.2619480043649673E-002   2.8489766791608417E-003   1.8852461129426956E-002  0.799913704      0.999998629       2.30863001E-02
  0.17581551458886224        3.2682579010725021E-002   2.8072457280359231E-003   1.8946055322885513E-002  0.800088286      0.999999106       2.33552009E-02
  0.17445109959101046        3.2586243003606796E-002   2.8484622816904448E-003   1.8936956301331520E-002  0.799998283      0.999998868       2.44315993E-02
  0.17498373367038766        3.2768301665782928E-002   2.8050648743374040E-003   1.8934363499283791E-002  0.799894571      0.999999344       2.35232003E-02
  0.17619714547402054        3.2723873853683472E-002   2.8643850619118894E-003   1.8877964466810226E-002  0.800021470      0.999998868       2.35568993E-02
  0.17480118243958032        3.2313898205757141E-002   2.7433278301032260E-003   1.8654206767678261E-002  0.800022960      0.999998629       2.35262997E-02
  0.17562793444847102        3.2838620245456696E-002   2.9231679509393871E-003   1.9021295011043549E-002  0.800291896      0.999998629       2.32806001E-02
  0.17489158564831087        3.2576262950897217E-002   2.7779264710261486E-003   1.8793513998389244E-002  0.800090432      0.999998868       2.39074007E-02
  0.17422586930445050        3.2611757516860962E-002   2.7917613933823304E-003   1.8969498574733734E-002  0.800120711      0.999999583       2.26422008E-02
  0.17595131680047871        3.2536141574382782E-002   2.9174490100558614E-003   1.8851362168788910E-002  0.799940944      0.999999106       2.21200995E-02
  0.17557379732420486        3.2455984503030777E-002   2.9446948592521949E-003   1.8744191154837608E-002  0.800014257      0.999998868       2.31350996E-02
  0.17460394005900071        3.2268539071083069E-002   2.8635660310101230E-003   1.8734110519289970E-002  0.800075173      0.999998391       2.25025993E-02
  0.17457114929146655        3.2337862998247147E-002   2.8142921401013155E-003   1.8699806183576584E-002  0.800031841      0.999998868       2.22458001E-02
  0.17578776327491141        3.2408300787210464E-002   2.8548019945446867E-003   1.8750570714473724E-002  0.800052941      0.999998868       2.16068998E-02
  0.17525095778034938        3.2464213669300079E-002   2.8499112868303200E-003   1.8744947388768196E-002  0.799982190      0.999999344       2.21819002E-02
  0.17548327057215829        3.2671138644218445E-002   2.9173307721066521E-003   1.9043203443288803E-002  0.799926281      0.999998629       2.21814997E-02
  0.17532072207018246        3.2478407025337219E-002   2.9155781212466536E-003   1.8774487078189850E-002  0.800090611      0.999999583       2.24130005E-02
  0.17415528034280214        3.2591197639703751E-002   2.7781551088992273E-003   1.8743762746453285E-002  0.800240576      0.999999583       2.24565007E-02
  0.17412505174479520        3.2602921128273010E-002   2.8967974285478704E-003   1.8806865438818932E-002  0.800135136      0.999999344       2.18049008E-02
  0.17384625968804812        3.2534778118133545E-002   2.8197138781251851E-003   1.8890449777245522E-002  0.799834192      0.999997914       2.25198995E-02
