s_wil    s_opt    smeared_s_wil  smeared_clover  accrate_metro  accrate_ovlax  time
  0.12945331476362298        2.4350084364414215E-002   2.0595467867678963E-003   1.3484022580087185E-002  0.800180137      0.999999106       2.05789991E-02
  0.12991424246592942        2.4452460929751396E-002   2.0229650217515882E-003   1.3421368785202503E-002  0.799955487      0.999998868       2.41950992E-02
  0.13000586700945860        2.4341268464922905E-002   2.0254778082744451E-003   1.3442933559417725E-002  0.799955308      0.999998152       2.23706998E-02
  0.12891543123851079        2.4418991059064865E-002   1.9702552181115607E-003   1.3502120971679688E-002  0.799887717      0.999999106       1.93694998E-02
  0.13039817213211791        2.4597313255071640E-002   2.0811665381188504E-003   1.3648841530084610E-002  0.799982786      0.999999106       1.81169994E-02
  0.12907634430621329        2.4519240483641624E-002   2.0917783112963662E-003   1.3597019016742706E-002  0.799719572      0.999998629       2.15715002E-02
  0.12887241341150002        2.4478344246745110E-002   2.0798155474039959E-003   1.3574182987213135E-002  0.800035119      0.999998868       2.10062992E-02
  0.12825372875681751        2.4498473852872849E-002   1.9776554199779639E-003   1.3632000423967838E-002  0.800016224      0.999998152       1.92507003E-02
  0.12970388907888264        2.4376865476369858E-002   2.0513046893029241E-003   1.3562364503741264E-002  0.800173819      0.999999583       1.92686003E-02
  0.12889208221167792        2.4478193372488022E-002   2.0884052701148903E-003   1.3639805838465691E-002  0.799900651      0.999998093       2.18305998E-02
  0.13033212050754628        2.4418655782938004E-002   2.0942831542924978E-003   1.3439049944281578E-002  0.799989879      0.999998391       2.28356998E-02
  0.12825335136699323        2.4276480078697205E-002   2.0149245174252428E-003   1.3466944918036461E-002  0.800036371      0.999998152       2.25623995E-02
  0.12904045209688775        2.4557657539844513E-002   2.0283081648813095E-003   1.3689429499208927E-002  0.800001264      0.999998808       2.32293997E-02
  0.13033192953002981        2.4396268650889397E-002   2.0851868321187794E-003   1.3386454433202744E-002  0.799986362      0.999998569       2.10331995E-02
  0.12974968623848326        2.4427404627203941E-002   2.0668504275818123E-003   1.3545919209718704E-002  0.799753726      0.999998629       2.32592002E-02
  0.12986134390121151        2.4721657857298851E-002   2.0164609122730326E-003   1.3630520552396774E-002  0.799861372      0.999999106       2.28386000E-02
  0.12932822012953693        2.4383174255490303E-002   2.0147171089774929E-003   1.3437644578516483E-002  0.799841344      0.999998868       2.29404997E-02
  0.12900798783766732        2.4249503389000893E-002   2.0543406844808487E-003   1.3418559916317463E-002  0.800158441      0.999999106       2.34005991E-02
  0.12938581009530026        2.4307593703269958E-002   2.0925893277308205E-003   1.3468862511217594E-002  0.800052166      0.999998868       2.20382996E-02
  0.12889137782349280        2.4326717481017113E-002   2.0244880288373679E-003   1.3534579426050186E-002  0.799777448      0.999998868       2.36313995E-02
  0.12955272171257093        2.4245841428637505E-002   2.0210854509059573E-003   1.3375217095017433E-002  0.800099671      0.999998152       2.21832003E-02
  0.12965093498223723        2.4584785103797913E-002   2.0736605929414509E-003   1.3731709681451321E-002  0.800011814      0.999997854       2.31341999E-02
  0.13054553233337174        2.4580808356404305E-002   2.0517345528787700E-003   1.3557213358581066E-002  0.799782395      0.999999344       2.27627009E-02
  0.13012990991910556        2.4525182321667671E-002   2.0564140959322685E-003   1.3483852148056030E-002  0.799773574      0.999998629       2.27314997E-02
  0.12959827146869429        2.4680713191628456E-002   2.0297141691116849E-003   1.3688660226762295E-002  0.799972892      0.999999106       2.20484994E-02
  0.12895326568377641        2.4396847933530807E-002   2.0701379144156817E-003   1.3524698093533516E-002  0.800015688      0.999997675       2.07525995E-02
  0.12991933770535979        2.4551123380661011E-002   2.0092977993044769E-003   1.3600287027657032E-002  0.799934268      0.999998569       2.22848002E-02
  0.12976457310821843        2.4404658004641533E-002   2.0875610935036093E-003   1.3487656600773335E-002  0.799931467      0.999999344       2.18579993E-02
  0.12952841894548328        2.4423079565167427E-002   1.9846610503009288E-003   1.3526426628232002E-002  0.799646616      0.999998093       2.12117005E-02
  0.12956921713345082        2.4487618356943130E-002   2.0202515879645944E-003   1.3592910952866077E-002  0.799972057      0.999999344       2.14763992E-02
  0.12946154915698571        2.4386378005146980E-002   2.0583020468620816E-003   1.3435326516628265E-002  0.800001681      0.999999106       2.22817007E-02
  0.12881841679859463        2.4224208667874336E-002   2.0646537086577155E-003   1.3431612402200699E-002  0.800020576      0.999998868       2.19206996E-02
  0.12964512488565560        2.4432960897684097E-002   1.9501736533129588E-003   1.3603303581476212E-002  0.799877882      0.999999583       2.22341008E-02
  0.13007416639629810        2.4291105568408966E-002   2.0777036643266911E-003   1.3464019633829594E-002  0.799976468      0.999999106       2.13846993E-02
  0.12907842507274836        2.4470049887895584E-002   2.0962637099728454E-003   1.3555247336626053E-002  0.800117850      0.999998152       2.25661993E-02
  0.12971388291202857        2.4454418569803238E-002   1.9610931321949465E-003   1.3513246551156044E-002  0.799842656      0.999999106       2.20088996E-02
  0.13042938804210280        2.4446789175271988E-002   2.1376985441747820E-003   1.3516167178750038E-002  0.799423933      0.999998331       2.31844001E-02
  0.13057204717779314        2.4746030569076538E-002   2.1109417266416131E-003   1.3810108415782452E-002  0.800023794      0.999999344       2.08656006E-02
  0.12949159174831948        2.4347277358174324E-002   2.0111008980165934E-003   1.3473032973706722E-002  0.799700081      0.999998629       2.17877999E-02
  0.12955091085450476        2.4554293602705002E-002   2.0404664828674868E-003   1.3597054407000542E-002  0.799865186      0.999998093       2.22087000E-02
  0.13039174373807327        2.4445589631795883E-002   2.0861406719632214E-003   1.3569910079240799E-002  0.799893320      0.999998868       2.32581999E-02
  0.12863127079413061        2.4164145812392235E-002   2.0487785095610889E-003   1.3434930704534054E-002  0.800159693      0.999998331       2.26429999E-02
  0.12857270758377126        2.4399127811193466E-002   2.0753792432515183E-003   1.3531222939491272E-002  0.800045073      0.999998391       2.34931000E-02
  0.12823071355614957        2.4182863533496857E-002   1.9715470898518106E-003   1.3438523747026920E-002  0.799734652      0.999998629       2.19270997E-02
  0.12948723862109546        2.4524658918380737E-002   2.1084396194055444E-003   1.3634671457111835E-002  0.800117970      0.999998868       2.33805999E-02
  0.12834509833601260        2.4278555065393448E-002   2.0549329256027704E-003   1.3507124036550522E-002  0.799826443      0.999998093       2.30703000E-02
  0.12875368883987903        2.4424968287348747E-002   1.9441017429926433E-003   1.3436742126941681E-002  0.800083280      0.999999583       2.22906005E-02
  0.12972920044285274        2.4449087679386139E-002   2.0204143856972223E-003   1.3546411879360676E-002  0.799773812      0.999999106       2.32536998E-02
  0.12868447674077288        2.4201959371566772E-002   2.0872606255579740E-003   1.3411640189588070E-002  0.799916923      0.999999106       2.35366002E-02
  0.13019590468388742        2.4356286972761154E-002   2.0170007228443865E-003   1.3422318734228611E-002  0.800010145      0.999998391       2.31205001E-02
  0.12881531525283663        2.4308731779456139E-002   2.0565064714901382E-003   1.3533636927604675E-002  0.800159633      0.999999583       2.40860004E-02
  0.12928624765527275        2.4214996024966240E-002   2.0097857850487344E-003   1.3373491354286671E-002  0.800096929      0.999998629       2.21366994E-02
  0.12912982435136655        2.4518867954611778E-002   2.1106678232172271E-003   1.3639615848660469E-002  0.800356925      0.999998569       2.34455001E-02
  0.12883292770015942        2.4218248203396797E-002   2.0077899662283016E-003   1.3347282074391842E-002  0.800023437      0.999999344       2.30819006E-02
  0.12888095686685119        2.4333793669939041E-002   1.9673797487484990E-003   1.3536076992750168E-002  0.800130486      0.999998093       2.25331001E-02
  0.12908651838415608        2.4250889196991920E-002   2.0047981415700633E-003   1.3500458560883999E-002  0.800148726      0.999999106       2.21689008E-02
  0.12917831016102355        2.4250730872154236E-002   2.0740532527270261E-003   1.3433078303933144E-002  0.799963951      0.999998808       2.16004997E-02
  0.12989441914919553        2.4153748527169228E-002   1.9889513278030790E-003   1.3322544284164906E-002  0.800014615      0.999998391       2.18474008E-02
  0.13100498959147444        2.4578575044870377E-002   2.1119738503330154E-003   1.3542164117097855E-002  0.799701810      0.999998093       2.33849995E-02
  0.12993915329207084        2.4533247575163841E-002   2.0806888824154157E-003   1.3609766960144043E-002  0.799854279      0.999998629       2.41295006E-02
  0.12888300388976859        2.4311261251568794E-002   2.0384558138175635E-003   1.3455322943627834E-002  0.800154805      0.999998868       2.19219998E-02
  0.12910146610079209        2.4438047781586647E-002   2.0522351460385835E-003   1.3609256595373154E-002  0.800155520      0.999998629       2.39710007E-02
  0.13041202553722542        2.4246796965599060E-002   2.0457947957766009E-003   1.3309290632605553E-002  0.799944997      0.999998569       2.25872006E-02
  0.12940326515990819        2.4531038478016853E-002   2.1145977079868317E-003   1.3646190054714680E-002  0.800018728      0.999998331       2.29844004E-02
  0.13016043577727032        2.4556947872042656E-002   2.0829803324886598E-003   1.3601047918200493E-002  0.799975991      0.999998629       2.41164993E-02
  0.12998577206985829        2.4404076859354973E-002   1.9959295204898808E-003   1.3495244085788727E-002  0.799566984      0.999998868       2.35881004E-02
  0.12900255483191359        2.4476254358887672E-002   2.0451943782973103E-003   1.3601310551166534E-002  0.799860537      0.999998331       2.35986002E-02
  0.12821833645693914        2.4343658238649368E-002   2.0612102307495661E-003   1.3541308231651783E-002  0.799882233      0.999998868       2.27988008E-02
  0.13060965843533268        2.4426614865660667E-002   2.0985404207749525E-003   1.3459422625601292E-002  0.799753666      0.999998569       2.33376995E-02
  0.12956265204911688        2.4403112009167671E-002   2.0925660937791690E-003   1.3535649515688419E-002  0.799614847      0.999998152       2.26972997E-02
  0.13008206115807752        2.4606067687273026E-002   2.0455025223782286E-003   1.3531125150620937E-002  0.800040007      0.999999106       2.28086002E-02
  0.12925644675169679        2.4480015039443970E-002   2.0768407921423204E-003   1.3635173439979553E-002  0.799922287      0.999999344       2.21593007E-02
  0.12972994680785632        2.4423805996775627E-002   2.1572304758592509E-003   1.3499689288437366E-002  0.799736857      0.999998093       2.12931000E-02
  0.12938830963412329        2.4483935907483101E-002   2.1346680914575700E-003   1.3619914650917053E-002  0.800063550      0.999998391       2.11725999E-02
  0.13049387962064429        2.4531273171305656E-002   2.1025347778049763E-003   1.3619724661111832E-002  0.800048649      0.999998629       1.77290998E-02
  0.12940086538765172        2.4523502215743065E-002   2.0911045194225153E-003   1.3615319505333900E-002  0.799966633      0.999998331       1.97056998E-02
  0.12919055952215786        2.4494912475347519E-002   2.0706705436168704E-003   1.3521948829293251E-002  0.800186276      0.999997914       2.23060008E-02
