s_wil    s_opt    smeared_s_wil  smeared_clover  accrate_metro  accrate_ovlax  time
   6.7609295861984720E-002   1.2977047823369503E-002   1.0607350104692159E-003   6.8092760629951954E-003  0.799940825      0.999997318       2.50783004E-02
   6.7763979292976728E-002   1.3018601574003696E-002   1.0372709493822185E-003   6.8083582445979118E-003  0.799853623      0.999998152       2.76925992E-02
   6.7644148033650708E-002   1.3133955188095570E-002   1.0469899152667494E-003   6.8500367924571037E-003  0.799848378      0.999998093       2.69019008E-02
   6.7910815108916722E-002   1.2970604933798313E-002   1.0068968513223808E-003   6.8009560927748680E-003  0.799920499      0.999998391       2.70038005E-02
   6.7523650304792682E-002   1.2943360954523087E-002   1.0441328031447483E-003   6.8158935755491257E-003  0.799776316      0.999997616       2.61813998E-02
   6.7747518736723578E-002   1.2968206778168678E-002   1.0239279854431516E-003   6.7811533808708191E-003  0.799944043      0.999997854       2.57553998E-02
   6.7654157174729335E-002   1.2946426868438721E-002   1.0265074997732881E-003   6.7940382286906242E-003  0.799791157      0.999997616       2.54225992E-02
   6.7629464409037610E-002   1.2990475632250309E-002   1.0493690442672232E-003   6.8317689001560211E-003  0.799633682      0.999997914       2.57514995E-02
   6.7519425665523158E-002   1.3018051162362099E-002   1.0595707808533916E-003   6.8306215107440948E-003  0.799897254      0.999998093       2.59122998E-02
   6.8103320671070833E-002   1.2982338666915894E-002   1.0675950907170773E-003   6.7589990794658661E-003  0.800042212      0.999997556       2.55737007E-02
   6.7609603429445997E-002   1.3063697144389153E-002   1.0449841356603429E-003   6.8230894394218922E-003  0.799982309      0.999997079       2.51269992E-02
   6.7952552039969305E-002   1.2947131879627705E-002   1.0517806240386562E-003   6.7691090516746044E-003  0.799921155      0.999997437       2.52893995E-02
   6.8156427298163180E-002   1.3027100823819637E-002   1.0550417646300048E-003   6.8435049615800381E-003  0.799809277      0.999997675       2.64267996E-02
   6.7624935672029096E-002   1.2951753102242947E-002   1.0430989095766563E-003   6.7674363963305950E-003  0.800018311      0.999998093       2.52755005E-02
   6.7499094857339514E-002   1.3010960072278976E-002   1.0691358220356051E-003   6.8167028948664665E-003  0.800023854      0.999997854       2.54427996E-02
   6.7419889428492752E-002   1.2896933592855930E-002   1.0346354083594633E-003   6.7500043660402298E-003  0.800029874      0.999997914       2.51914002E-02
   6.8306115881568985E-002   1.3121870346367359E-002   1.0561219278315548E-003   6.8768491037189960E-003  0.799924433      0.999997675       2.47448999E-02
   6.7758566538941523E-002   1.2961344793438911E-002   1.0344162583351135E-003   6.7853005602955818E-003  0.799945414      0.999996603       2.59399004E-02
   6.7293735246494180E-002   1.2864636257290840E-002   1.0439945472171530E-003   6.7333243787288666E-003  0.800038517      0.999997914       2.53871009E-02
   6.8143994517413375E-002   1.3051791116595268E-002   1.0796051810757490E-003   6.8368436768651009E-003  0.799994767      0.999998331       2.52672993E-02
   6.7740421382040950E-002   1.3026922009885311E-002   1.0548046793701360E-003   6.8769897334277630E-003  0.799769580      0.999997139       2.53637005E-02
   6.7655864067091898E-002   1.3042883947491646E-002   1.0608605116431136E-003   6.8587898276746273E-003  0.799840689      0.999997854       2.53622998E-02
   6.7526827559959202E-002   1.2974738143384457E-002   1.0606992127577541E-003   6.7927832715213299E-003  0.799759269      0.999998331       2.62198001E-02
   6.7891012948166463E-002   1.3022528961300850E-002   1.0383039807493333E-003   6.8561532534658909E-003  0.800048649      0.999998093       2.70819999E-02
   6.7752129825748852E-002   1.3031260110437870E-002   1.0781218734337017E-003   6.8267979659140110E-003  0.799963653      0.999997377       2.71940008E-02
   6.7223505589936394E-002   1.2888217344880104E-002   9.9219270487083122E-004   6.7354324273765087E-003  0.800082803      0.999997437       2.76692994E-02
   6.7426980431264383E-002   1.3029111549258232E-002   1.0823837583302520E-003   6.8212538026273251E-003  0.800039828      0.999996662       2.65030004E-02
   6.7556239962868858E-002   1.2978721410036087E-002   1.0279648395226104E-003   6.8172994069755077E-003  0.799951851      0.999997616       2.67092995E-02
   6.7374317594840250E-002   1.2930256314575672E-002   9.9819829665648285E-004   6.7811636254191399E-003  0.799984634      0.999997318       2.66367998E-02
   6.7260012785482104E-002   1.2864089570939541E-002   1.0272531435475685E-003   6.7376610822975636E-003  0.800022721      0.999998391       2.56930999E-02
   6.7412299980787793E-002   1.2961301021277905E-002   1.0108940514328424E-003   6.7908242344856262E-003  0.800225973      0.999999344       2.77635995E-02
   6.8107624571894121E-002   1.3014179654419422E-002   1.0660442203516141E-003   6.8163787946105003E-003  0.799795389      0.999998093       2.63099000E-02
   6.7738323561570724E-002   1.2936145998537540E-002   1.0683189721021336E-003   6.7883157171308994E-003  0.799996257      0.999998152       2.58946009E-02
   6.8077825923865021E-002   1.3032177463173866E-002   1.0529893297643866E-003   6.8116639740765095E-003  0.799861252      0.999996126       2.54238993E-02
   6.8097110635790159E-002   1.3014334253966808E-002   1.0425786622363375E-003   6.8215085193514824E-003  0.799881816      0.999997914       2.49228999E-02
   6.7896459342591697E-002   1.2854012660682201E-002   1.0565731063252315E-003   6.7056971602141857E-003  0.800138652      0.999998391       2.58626994E-02
   6.7251972619487788E-002   1.2908479198813438E-002   1.0516210313653573E-003   6.7536872811615467E-003  0.799772680      0.999997139       2.49652006E-02
   6.7426697053633688E-002   1.2991090305149555E-002   1.0333157006243709E-003   6.8664923310279846E-003  0.799901128      0.999997854       2.53756996E-02
   6.7527916050494241E-002   1.2952180579304695E-002   1.0276340963173425E-003   6.7363283596932888E-003  0.799864948      0.999998152       2.44842991E-02
   6.8196404909031116E-002   1.2981966137886047E-002   1.0320847031835001E-003   6.7501841112971306E-003  0.799849629      0.999998569       2.45350003E-02
