s_wil    s_opt    smeared_s_wil  smeared_clover  accrate_metro  accrate_ovlax  time
  0.11510073434465085        2.1672382950782776E-002   1.8101677087543067E-003   1.1777795851230621E-002  0.799957454      0.999998868      0.111891501    
  0.11401595711868140        2.1574120968580246E-002   1.7994774480030173E-003   1.1759229935705662E-002  0.799993396      0.999998629       8.32334980E-02
  0.11528131145496445        2.1693754941225052E-002   1.8037298686977010E-003   1.1793769896030426E-002  0.799837708      0.999998629       7.25456029E-02
  0.11508178274289094        2.1677074953913689E-002   1.8173645730712451E-003   1.1829384602606297E-002  0.799951315      0.999998391      0.106191002    
  0.11420246125771882        2.1572649478912354E-002   1.7634547220950481E-003   1.1774362996220589E-002  0.800137639      0.999999106      0.148023993    
  0.11471128271068665        2.1752033382654190E-002   1.8487443776393775E-003   1.1905192397534847E-002  0.799756110      0.999999106      0.102708302    
  0.11380433490467112        2.1481817588210106E-002   1.7888764887175057E-003   1.1732858605682850E-002  0.799745142      0.999999583      0.129145503    
  0.11313394862577297        2.1498965099453926E-002   1.7910661863425048E-003   1.1713210493326187E-002  0.800125480      0.999999344       9.92121026E-02
  0.11480006249303187        2.1741522476077080E-002   1.7384208549628966E-003   1.1848270893096924E-002  0.799849570      0.999999344      0.148748606    
  0.11436004491770291        2.1678505465388298E-002   1.8068948829750298E-003   1.1809194460511208E-002  0.799755156      0.999998093      0.118084103    
  0.11436293752149140        2.1744636818766594E-002   1.8281463235325646E-003   1.1921755969524384E-002  0.799646020      0.999999106      0.141806602    
  0.11470982758282844        2.1781044080853462E-002   1.8074124727718299E-003   1.1871691793203354E-002  0.799875677      0.999998629      0.141922697    
  0.11465146829186779        2.1703608334064484E-002   1.8411553555779392E-003   1.1860012076795101E-002  0.800138295      0.999998331      0.124602601    
  0.11489387561005060        2.1726842969655991E-002   1.7762257630238310E-003   1.1868122033774853E-002  0.799924850      0.999998331       7.59173036E-02
  0.11436068825150869        2.1661706268787384E-002   1.7688951465970604E-003   1.1824873276054859E-002  0.799956501      0.999998331       7.03587011E-02
  0.11521371107937739        2.1736169233918190E-002   1.7403579877282027E-003   1.1819105595350266E-002  0.800006270      0.999998808      0.143592298    
  0.11455770728889547        2.1540209650993347E-002   1.8162836422561668E-003   1.1688929982483387E-002  0.800162017      0.999999344      0.126760498    
  0.11383920421167204        2.1467680111527443E-002   1.7816207782743732E-003   1.1711411178112030E-002  0.799916863      0.999998868       8.25240016E-02
