s_wil    clover   smeared_s_wil  smeared_clover  accrate_metro  accrate_ovlax  time
  0.12709307435579831        2.3974392563104630E-002   1.8908689089585096E-003   1.3297338038682938E-002  0.800152600      0.999997556       3.86629999E-03
  0.12869598546240013        2.4054979905486107E-002   1.8555306305643171E-003   1.3175650499761105E-002  0.799738526      0.999999583       3.86460009E-03
  0.12933070297003724        2.3784937337040901E-002   1.9707780884345993E-003   1.3064877130091190E-002  0.799938977      0.999999583       3.84599995E-03
  0.12578482358367182        2.4979572743177414E-002   2.0735012949444354E-003   1.4466893859207630E-002  0.800673425      0.999997556       3.83740012E-03
  0.12908858265109302        2.4088984355330467E-002   2.1120922610862181E-003   1.3255075551569462E-002  0.799871802      0.999999583       3.80819989E-03
  0.12935520488463226        2.4535153061151505E-002   2.1475656394613907E-003   1.3622391968965530E-002  0.800204456      0.999999583       3.80120007E-03
  0.12743811251493753        2.4815050885081291E-002   2.0348403049865738E-003   1.4039046131074429E-002  0.800081372      0.999999583       3.85769992E-03
  0.13096467046852922        2.4898713454604149E-002   1.9783237366937101E-003   1.3765905052423477E-002  0.800661325      0.999999583       3.83540010E-03
  0.12951408718799939        2.4550043046474457E-002   1.9584501860663295E-003   1.3588097877800465E-002  0.800209463      0.999999583       3.83369997E-03
  0.12895566746010445        2.4590604007244110E-002   1.9545525865396485E-003   1.3978172093629837E-002  0.800180018      0.999999583       3.83609999E-03
  0.12798705715613323        2.4412455037236214E-002   2.0538874523481354E-003   1.3631928712129593E-002  0.800226867      0.999999583       3.85260000E-03
  0.12630086044737254        2.4056686088442802E-002   2.0855312759522349E-003   1.3436658307909966E-002  0.799703956      0.999999583       3.77120008E-03
  0.12828624243047670        2.4288432672619820E-002   2.1091825765324757E-003   1.3651073910295963E-002  0.799529016      0.999997556       3.81039991E-03
  0.12893876489670220        2.4340506643056870E-002   2.0140221604378894E-003   1.3250092044472694E-002  0.799537182      0.999995530       3.83710000E-03
  0.12901977873116266        2.4791639298200607E-002   2.1215197193669155E-003   1.3932459056377411E-002  0.800046802      0.999997556       3.83500010E-03
  0.13194529061547655        2.4333376437425613E-002   1.9514965388225392E-003   1.3422119431197643E-002  0.800005138      0.999999583       3.82059999E-03
  0.13186368735478027        2.4465754628181458E-002   1.9468138489173725E-003   1.3450554572045803E-002  0.800677538      0.999997556       3.80739989E-03
  0.13029400283267023        2.3738138377666473E-002   1.8746310815913603E-003   1.3094951398670673E-002  0.800422132      0.999999583       3.82019999E-03
  0.12819491648588155        2.4486059322953224E-002   2.0311434636823833E-003   1.3742160052061081E-002  0.800071180      0.999999583       3.82329989E-03
  0.13004827369513805        2.4227444082498550E-002   2.0626533369068056E-003   1.3371051289141178E-002  0.799833179      0.999995530       3.79420002E-03
  0.12993084756817552        2.4533677846193314E-002   2.0235359115758911E-003   1.3820108957588673E-002  0.800065041      0.999999583       3.88789992E-03
  0.13004532390186796        2.4602467194199562E-002   1.9756211549974978E-003   1.3517497107386589E-002  0.799662292      0.999999583       3.89240007E-03
  0.13135048976255348        2.4657968431711197E-002   2.1330672170734033E-003   1.3673031702637672E-002  0.800482154      0.999995589       3.88860004E-03
  0.12988634574503521        2.4411294609308243E-002   2.0693066471721977E-003   1.3620373792946339E-002  0.800397754      0.999995589       3.83200007E-03
  0.13109404731585528        2.4770136922597885E-002   2.0959640824003145E-003   1.3721368275582790E-002  0.800134301      0.999999583       3.82780004E-03
  0.13061981524879229        2.4579163640737534E-002   2.0783597283298150E-003   1.3399281539022923E-002  0.799755812      0.999999583       3.85789992E-03
  0.12936344401896349        2.4530610069632530E-002   2.0065623830305412E-003   1.3766824267804623E-002  0.800405800      0.999999583       3.90690006E-03
  0.12894238112858147        2.4238055571913719E-002   2.2203786938916892E-003   1.3623336330056190E-002  0.800002038      0.999999583       3.81350005E-03
  0.13263749444740824        2.4751327931880951E-002   2.2583886893698946E-003   1.3677314855158329E-002  0.799706042      0.999997556       3.83830001E-03
  0.12777591725171078        2.4341337382793427E-002   1.9566384144127369E-003   1.3381368480622768E-002  0.800040662      0.999999583       3.83049995E-03
  0.12861384588541114        2.3868253454566002E-002   1.9272655335953459E-003   1.3030338101089001E-002  0.800397813      0.999999583       3.84939997E-03
  0.12868849818914896        2.4005627259612083E-002   2.2296186507446691E-003   1.3419812545180321E-002  0.800104737      0.999999583       3.83779989E-03
  0.12910310620281962        2.4255020543932915E-002   1.9383937324164435E-003   1.3660313561558723E-002  0.799584985      0.999997556       3.82740004E-03
  0.12983443455959787        2.4139050394296646E-002   1.9859085441567004E-003   1.3404198922216892E-002  0.799789429      0.999999583       3.90379992E-03
  0.12780311487222207        2.4099962785840034E-002   1.9824101036647335E-003   1.3528439216315746E-002  0.799393773      0.999999583       3.82549991E-03
  0.12991473907459294        2.4710830301046371E-002   1.9791096856351942E-003   1.3573725707828999E-002  0.800069153      0.999999583       3.84379993E-03
  0.12692776340554701        2.4389961734414101E-002   1.8952177488245070E-003   1.3686086051166058E-002  0.800064087      0.999999583       3.83029995E-03
  0.13053060716629261        2.4789076298475266E-002   1.9966631953138858E-003   1.3795601204037666E-002  0.799694896      0.999999583       3.83819989E-03
  0.13072916330384032        2.4608077481389046E-002   2.2923471842659637E-003   1.3810609467327595E-002  0.799548328      0.999999583       3.81359993E-03
  0.12803810069453903        2.4498043581843376E-002   1.9712427601916716E-003   1.3408837839961052E-002  0.800064087      0.999999583       3.87690007E-03
  0.12958804834852344        2.4610109627246857E-002   2.2230390895856544E-003   1.3362682424485683E-002  0.800026417      0.999999583       3.83540010E-03
  0.12863429993376485        2.4681504815816879E-002   2.1715336915804073E-003   1.3773863203823566E-002  0.800170898      0.999997556       3.85489990E-03
  0.13123357917356770        2.4850610643625259E-002   2.0336565648904070E-003   1.3874509371817112E-002  0.799845338      0.999997556       3.80489998E-03
  0.13038277639861917        2.4164780974388123E-002   2.1132133842911571E-003   1.3255729340016842E-002  0.800041616      0.999999583       3.84070002E-03
  0.12876128609786974        2.4724002927541733E-002   2.0457125938264653E-003   1.3788990676403046E-002  0.800184011      0.999997556       3.81679996E-03
  0.12964336415097932        2.4882556870579720E-002   2.4045456666499376E-003   1.4137938618659973E-002  0.799999952      0.999999583       3.84659995E-03
  0.12910995140373416        2.4511866271495819E-002   1.9494179578032345E-003   1.3324545696377754E-002  0.799738526      0.999997556       3.80640011E-03
  0.12879905998124741        2.4881640449166298E-002   2.0994085498386994E-003   1.3815682381391525E-002  0.799264491      0.999999583       3.83209996E-03
  0.13086462336104887        2.4702576920390129E-002   1.8985931092174724E-003   1.3533905148506165E-002  0.799911499      0.999997616       3.83850001E-03
  0.13138796525163343        2.4881079792976379E-002   2.0513417839538306E-003   1.3420470990240574E-002  0.799711108      0.999997556       3.82469990E-03
  0.13194618252964574        2.4249365553259850E-002   2.0109961187699810E-003   1.3054482638835907E-002  0.800185204      0.999999583       3.80020007E-03
  0.13026642141267075        2.4412881582975388E-002   2.0264110935386270E-003   1.3668039813637733E-002  0.800180078      0.999997556       3.81599995E-03
  0.13066871678165626        2.4718161672353745E-002   2.0950670295860618E-003   1.3820081949234009E-002  0.799622595      0.999999583       3.81019991E-03
  0.13234438477957156        2.4288933724164963E-002   1.9910867267753929E-003   1.3361867517232895E-002  0.799840212      0.999997556       3.81550007E-03
