s_wil    clover   smeared_s_wil  smeared_clover  accrate_metro  accrate_ovlax  time
  0.13181461328713340        0.0000000000000000        7.1490816771984100E-002   1.3438031077384949E-002  0.799041748      0.999995530       3.75410006E-03
  0.12783346775904647        0.0000000000000000        7.2144500911235809E-002   1.3412561267614365E-002  0.800124109      0.999999583       3.75270005E-03
  0.12552040765149286        0.0000000000000000        7.0492461323738098E-002   1.3209806755185127E-002  0.800114930      0.999999583       3.76749993E-03
  0.12769663930157549        0.0000000000000000        7.1224845945835114E-002   1.3450936414301395E-002  0.800697803      0.999997556       3.75370006E-03
  0.13463398929161485        0.0000000000000000        7.2935380041599274E-002   1.3623318634927273E-002  0.800053954      0.999997616       3.73720005E-03
  0.12804403798145358        0.0000000000000000        7.0681504905223846E-002   1.3415201567113400E-002  0.800212681      0.999997616       3.75210005E-03
  0.12918952073596301        0.0000000000000000        7.0836268365383148E-002   1.2840483337640762E-002  0.799919665      0.999999583       3.77409998E-03
  0.13008834951324388        0.0000000000000000        7.2081707417964935E-002   1.3582305982708931E-002  0.799197316      0.999999583       3.78250005E-03
  0.12672311826463556        0.0000000000000000        7.1581259369850159E-002   1.3432398438453674E-002  0.800245225      0.999997556       3.75999999E-03
  0.13151532331539784        0.0000000000000000        7.1168109774589539E-002   1.3506891205906868E-002  0.799964368      0.999999583       3.75710009E-03
  0.12867914803791791        0.0000000000000000        7.0077978074550629E-002   1.3350286521017551E-002  0.800452709      0.999997556       3.76400002E-03
  0.12897428451833548        0.0000000000000000        7.1109198033809662E-002   1.3161463662981987E-002  0.799793541      0.999999583       3.72750009E-03
  0.12919118926947704        0.0000000000000000        7.1269690990447998E-002   1.3408667407929897E-002  0.799959302      0.999999583       3.72650009E-03
  0.12744100808777148        0.0000000000000000        7.2535194456577301E-002   1.3625117950141430E-002  0.799719274      0.999999583       3.73109989E-03
  0.13039273652248085        0.0000000000000000        7.2183243930339813E-002   1.3440839946269989E-002  0.799663305      0.999999583       3.74650001E-03
  0.12980506042731577        0.0000000000000000        7.3563605546951294E-002   1.3731889426708221E-002  0.799597144      0.999999583       3.79070011E-03
  0.12793885450810194        0.0000000000000000        7.1393810212612152E-002   1.2799697928130627E-002  0.799364150      0.999997556       3.71919991E-03
  0.12987904419787810        0.0000000000000000        7.3380865156650543E-002   1.3903493992984295E-002  0.800620615      0.999999583       3.77630000E-03
  0.13059256540145725        0.0000000000000000        7.2280481457710266E-002   1.3653008267283440E-002  0.799187243      0.999999583       3.75910010E-03
  0.12952529305039207        0.0000000000000000        7.2322264313697815E-002   1.3733312487602234E-002  0.799541235      0.999999583       3.76769993E-03
  0.13092892499116715        0.0000000000000000        7.4070908129215240E-002   1.4039962552487850E-002  0.799054921      0.999999583       3.76729993E-03
  0.12787326753459638        0.0000000000000000        7.2179429233074188E-002   1.3743062503635883E-002  0.799051940      0.999999583       3.76140000E-03
  0.12947187497047707        0.0000000000000000        7.0820271968841553E-002   1.3175693340599537E-002  0.799419165      0.999997556       3.78039991E-03
  0.13133082933200058        0.0000000000000000        7.1054115891456604E-002   1.3265413232147694E-002  0.799092531      0.999999583       3.75999999E-03
  0.12804538736600080        0.0000000000000000        7.0719584822654724E-002   1.3706655241549015E-002  0.800021350      0.999999583       3.72039992E-03
  0.12838149925482867        0.0000000000000000        7.3704317212104797E-002   1.3997230678796768E-002  0.799711108      0.999999583       3.76389991E-03
  0.12637575904955156        0.0000000000000000        7.1104042232036591E-002   1.3116110116243362E-002  0.800271630      0.999999583       3.76569992E-03
  0.12999164119537454        0.0000000000000000        7.1549579501152039E-002   1.3448101468384266E-002  0.799259424      0.999997556       3.75070004E-03
  0.12880466094065923        0.0000000000000000        7.1698024868965149E-002   1.3577818870544434E-002  0.800519824      0.999999583       3.76420002E-03
  0.13015713970708020        0.0000000000000000        7.2015196084976196E-002   1.3818909414112568E-002  0.799842358      0.999999583       3.76060000E-03
  0.13243027286443976        0.0000000000000000        7.0099547505378723E-002   1.3329027220606804E-002  0.799503565      0.999999583       3.72779998E-03
  0.12909886165289208        0.0000000000000000        7.3234386742115021E-002   1.3879749923944473E-002  0.799097717      0.999997556       3.96199990E-03
  0.13125509930978296        0.0000000000000000        7.2069466114044189E-002   1.3867465779185295E-002  0.799349964      0.999997556       3.75090004E-03
  0.12689497227984248        0.0000000000000000        7.0857636630535126E-002   1.3194285333156586E-002  0.799651146      0.999997556       3.72699997E-03
  0.12568399985320866        0.0000000000000000        7.1956537663936615E-002   1.3551722280681133E-002  0.799650073      0.999999583       3.82110011E-03
  0.13043262154042168        0.0000000000000000        7.2264097630977631E-002   1.3543313369154930E-002  0.800032496      0.999999583       3.73940007E-03
  0.13046227219092543        0.0000000000000000        7.1450628340244293E-002   1.3394366018474102E-002  0.799773216      0.999997616       3.77670000E-03
  0.12904361205801251        0.0000000000000000        7.3169507086277008E-002   1.3774688355624676E-002  0.799294055      0.999999583       3.75430007E-03
  0.12768091327234288        0.0000000000000000        7.0866100490093231E-002   1.2753293849527836E-002  0.799993873      0.999999583       3.77129996E-03
  0.12771400307974545        0.0000000000000000        7.2181440889835358E-002   1.3674801215529442E-002  0.800487220      0.999997616       3.74710001E-03
  0.13056714523008850        0.0000000000000000        7.2001762688159943E-002   1.3551913201808929E-002  0.799618542      0.999997556       3.77570000E-03
  0.13097443210426718        0.0000000000000000        7.1393482387065887E-002   1.3336480595171452E-002  0.799718142      0.999997616       3.75710009E-03
  0.12480249098007334        0.0000000000000000        7.3579967021942139E-002   1.3932491652667522E-002  0.800023437      0.999995530       3.75250005E-03
  0.13264951840392314        0.0000000000000000        7.1859844028949738E-002   1.3503877446055412E-002  0.800007105      0.999997556       3.76520003E-03
  0.12950183251086855        0.0000000000000000        7.3027044534683228E-002   1.3564492575824261E-002  0.799769044      0.999999583       3.73010011E-03
  0.12778469737895648        0.0000000000000000        7.3294885456562042E-002   1.3783734291791916E-002  0.799222827      0.999997556       3.75379995E-03
  0.13074454807792790        0.0000000000000000        7.1802966296672821E-002   1.3509710319340229E-002  0.798912585      0.999997616       3.77480011E-03
  0.12882960968272528        0.0000000000000000        7.0596389472484589E-002   1.3175168074667454E-002  0.800015211      0.999999583       3.76120000E-03
  0.12906811203720281        0.0000000000000000        7.3442250490188599E-002   1.4210697263479233E-002  0.799843371      0.999999583       3.76019999E-03
  0.13180938243385754        0.0000000000000000        7.2282180190086365E-002   1.3441450893878937E-002  0.798919678      0.999999583       3.76180001E-03
  0.12917631613527192        0.0000000000000000        7.0831835269927979E-002   1.3074133545160294E-002  0.799188256      0.999999583       3.77480011E-03
  0.13191758237007889        0.0000000000000000        7.1167089045047760E-002   1.3633450493216515E-002  0.799315393      0.999999583       3.79289989E-03
  0.12800921665620990        0.0000000000000000        7.1654342114925385E-002   1.3442739844322205E-002  0.799784362      0.999999583       3.74309998E-03
  0.12695942214486422        0.0000000000000000        7.2850741446018219E-002   1.3735763728618622E-002  0.800583959      0.999999583       3.75439995E-03
  0.12708910494256997        0.0000000000000000        7.2896793484687805E-002   1.3625251129269600E-002  0.799703002      0.999999583       3.72939999E-03
  0.13006677128578303        0.0000000000000000        7.1905910968780518E-002   1.3709583319723606E-002  0.799389601      0.999997556       3.75330006E-03
  0.12721498833707301        0.0000000000000000        7.0856839418411255E-002   1.3496406376361847E-002  0.799032629      0.999999583       3.75430007E-03
  0.12836590601364151        0.0000000000000000        7.0004217326641083E-002   1.3076125644147396E-002  0.800093532      0.999995530       3.72950011E-03
  0.13004841799556743        0.0000000000000000        7.2124473750591278E-002   1.3679197989404202E-002  0.800464869      0.999999583       3.72830010E-03
  0.12808508288799203        0.0000000000000000        7.0491313934326172E-002   1.3266601599752903E-002  0.799776196      0.999997556       3.75079992E-03
  0.13116111325507518        0.0000000000000000        7.2259284555912018E-002   1.3704793527722359E-002  0.799654186      0.999999583       3.73800006E-03
  0.13063283223164035        0.0000000000000000        7.2289861738681793E-002   1.3622748665511608E-002  0.800004005      0.999997556       3.76269990E-03
  0.12820460152579471        0.0000000000000000        7.3215015232563019E-002   1.3544563204050064E-002  0.800090551      0.999999583       3.77870002E-03
  0.12788324270513840        0.0000000000000000        7.1162290871143341E-002   1.3403022661805153E-002  0.800272644      0.999997556       3.77129996E-03
  0.13033381136119715        0.0000000000000000        7.1473039686679840E-002   1.3104231096804142E-002  0.799839258      0.999999583       3.74799990E-03
  0.13164750319992891        0.0000000000000000        7.2050891816616058E-002   1.3677579350769520E-002  0.799652100      0.999995530       3.78419994E-03
  0.13005135939602042        0.0000000000000000        7.3603451251983643E-002   1.4151301234960556E-002  0.799591064      0.999999583       3.75610008E-03
  0.13097725923216785        0.0000000000000000        7.3325827717781067E-002   1.3716433197259903E-002  0.799652159      0.999999583       3.73389991E-03
  0.13040037151949946        0.0000000000000000        7.3288157582283020E-002   1.3537200167775154E-002  0.799899399      0.999999583       3.77630000E-03
  0.13121438654343365        0.0000000000000000        7.1699880063533783E-002   1.3440987095236778E-002  0.799381554      0.999999583       3.76709993E-03
  0.12705546416691504        0.0000000000000000        7.1049496531486511E-002   1.3168857432901859E-002  0.799924791      0.999999583       3.74500011E-03
  0.13250480923670693        0.0000000000000000        7.3029838502407074E-002   1.3899085111916065E-002  0.799839258      0.999999583       3.72750009E-03
  0.12770419153821422        0.0000000000000000        7.0531331002712250E-002   1.2989460490643978E-002  0.799636841      0.999997556       3.74590000E-03
  0.13074379990212037        0.0000000000000000        7.1435190737247467E-002   1.3507864437997341E-002  0.799495459      0.999999583       3.73140001E-03
  0.12817476931741112        0.0000000000000000        7.1422122418880463E-002   1.3281876221299171E-002  0.800076365      0.999999583       3.80620011E-03
  0.12835965192425647        0.0000000000000000        7.2581596672534943E-002   1.3757047243416309E-002  0.800726354      0.999999583       3.73969995E-03
  0.13000200544047402        0.0000000000000000        7.3199659585952759E-002   1.3804679736495018E-002  0.800355971      0.999997556       3.74879991E-03
  0.13098787376657128        0.0000000000000000        7.2255551815032959E-002   1.3893267139792442E-002  0.799324572      0.999999583       3.75670008E-03
  0.12958008852729108        0.0000000000000000        7.0947796106338501E-002   1.3599135912954807E-002  0.800264478      0.999999583       3.75830010E-03
  0.12679398012187448        0.0000000000000000        6.9863125681877136E-002   1.2784728780388832E-002  0.799325585      0.999999583       3.75930010E-03
  0.12622180264406779        0.0000000000000000        7.1774646639823914E-002   1.3311566784977913E-002  0.799321413      0.999997556       3.76340002E-03
