s_wil    clover   smeared_s_wil  smeared_clover  accrate_metro  accrate_ovlax  time
  0.12789855861228716        0.0000000000000000        7.1280352771282196E-002   1.3244217261672020E-002  0.799972594      0.999999583       3.73929995E-03
  0.12715703387220856        0.0000000000000000        7.1423731744289398E-002   1.3429394923150539E-002  0.799950123      0.999997556       3.73440003E-03
  0.12687685432319995        0.0000000000000000        7.2042681276798248E-002   1.3325986452400684E-002  0.799575746      0.999999583       3.72450007E-03
  0.13080035025996040        0.0000000000000000        7.2040095925331116E-002   1.3402428478002548E-002  0.800024390      0.999997556       3.74320010E-03
  0.13074256116669858        0.0000000000000000        7.2214946150779724E-002   1.3681849464774132E-002  0.800124168      0.999999583       3.76480003E-03
  0.13054432211356470        0.0000000000000000        7.0901818573474884E-002   1.3384203426539898E-002  0.799202442      0.999997556       3.77509999E-03
  0.12884228556504240        0.0000000000000000        7.2089135646820068E-002   1.3740313239395618E-002  0.800004065      0.999997556       3.77839990E-03
  0.12828474441448634        0.0000000000000000        7.1657232940196991E-002   1.3239353895187378E-002  0.799882948      0.999999583       3.74089996E-03
  0.12742573697687476        0.0000000000000000        7.2317883372306824E-002   1.3800936751067638E-002  0.799434364      0.999997556       3.76960007E-03
  0.12906860897783190        0.0000000000000000        7.3745951056480408E-002   1.3976858928799629E-002  0.799610376      0.999999583       3.77979991E-03
  0.13203797341157042        0.0000000000000000        7.2256058454513550E-002   1.3838892802596092E-002  0.799509704      0.999999583       4.29040007E-03
  0.13131873386737425        0.0000000000000000        7.2366409003734589E-002   1.3660718686878681E-002  0.800284863      0.999997616       3.66969989E-03
  0.12822927926026750        0.0000000000000000        7.2783611714839935E-002   1.3424973934888840E-002  0.799299121      0.999999583       3.87999997E-03
  0.12989477391965920        0.0000000000000000        7.2374761104583740E-002   1.3466749340295792E-002  0.799929798      0.999997556       3.84599995E-03
  0.12861451043863781        0.0000000000000000        7.1160443127155304E-002   1.3226415961980820E-002  0.800266564      0.999995530       3.88130010E-03
  0.13081293716277287        0.0000000000000000        7.2627529501914978E-002   1.3245412148535252E-002  0.799557567      0.999997556       3.96180013E-03
  0.12995144844899187        0.0000000000000000        7.0051878690719604E-002   1.2837360613048077E-002  0.799496472      0.999999583       3.96789983E-03
  0.13198133109472110        0.0000000000000000        7.3581479489803314E-002   1.3789451681077480E-002  0.800016284      0.999997556       3.84739996E-03
  0.12719638811540790        0.0000000000000000        7.0322424173355103E-002   1.3208730146288872E-002  0.799411058      0.999999583       4.14900016E-03
